model,run,scenario_id,decision_type,parameter,true,extracted,rel_error,error,cf_top1_change,ref_margin,ah_top1_miss
deepseek,1,70,HVAC,hvac_age,18.0,15.0,-0.16666666666666666,True,False,0.03400000000000003,False
deepseek,1,70,HVAC,occupancy_context,unoccupied_12hr,unoccupied_8_hours,,True,False,0.03400000000000003,False
deepseek,1,71,Appliance,kwh_per_cycle,0.45,0.45,0.0,False,False,0.12900000000000011,False
deepseek,1,71,Appliance,appliance,washing_machine,Washer,,False,False,0.12900000000000011,False
deepseek,1,71,Appliance,baseline_time,2:00 PM,2:00 PM,,False,False,0.12900000000000011,False
deepseek,1,72,Appliance,kwh_per_cycle,3.2,4.5,0.40624999999999994,True,False,0.021499999999999964,False
deepseek,1,72,Appliance,appliance,dryer,Dryer,,False,False,0.021499999999999964,False
deepseek,1,72,Appliance,baseline_time,7:00 PM,7:00 PM,,False,False,0.021499999999999964,False
deepseek,1,73,Appliance,kwh_per_cycle,1.35,1.5,0.11111111111111104,True,False,0.17099999999999993,False
deepseek,1,73,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.17099999999999993,False
deepseek,1,73,Appliance,baseline_time,11:00 PM,11:00 PM,,False,False,0.17099999999999993,False
deepseek,1,74,Appliance,kwh_per_cycle,0.28,0.6,1.1428571428571426,True,False,0.09899999999999987,False
deepseek,1,74,Appliance,appliance,washing_machine,Washer,,False,False,0.09899999999999987,False
deepseek,1,74,Appliance,baseline_time,10:00 AM,10:00 AM,,False,False,0.09899999999999987,False
deepseek,1,75,Appliance,kwh_per_cycle,3.5,3.8,0.08571428571428566,True,False,0.014500000000000013,False
deepseek,1,75,Appliance,appliance,dryer,Dryer,,False,False,0.014500000000000013,False
deepseek,1,75,Appliance,baseline_time,5:00 PM,5:00 PM,,False,False,0.014500000000000013,False
deepseek,1,76,Appliance,kwh_per_cycle,0.65,0.45,-0.3076923076923077,True,False,0.134,False
deepseek,1,76,Appliance,appliance,washing_machine,Washer,,False,False,0.134,False
deepseek,1,76,Appliance,baseline_time,1:00 AM,1:00 AM,,False,False,0.134,False
deepseek,1,77,Appliance,kwh_per_cycle,2.8,3.5,0.25000000000000006,True,False,0.11300000000000004,False
deepseek,1,77,Appliance,appliance,dryer,Dryer,,False,False,0.11300000000000004,False
deepseek,1,77,Appliance,baseline_time,3:00 PM,3:00 PM,,False,False,0.11300000000000004,False
deepseek,1,78,Appliance,kwh_per_cycle,1.4,1.5,0.0714285714285715,True,False,0.02200000000000002,False
deepseek,1,78,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.02200000000000002,False
deepseek,1,78,Appliance,baseline_time,2:00 PM,2:00 PM,,False,False,0.02200000000000002,False
deepseek,1,79,Appliance,kwh_per_cycle,3.0,4.5,0.5,True,False,0.09599999999999997,False
deepseek,1,79,Appliance,appliance,dryer,Dryer,,False,False,0.09599999999999997,False
deepseek,1,79,Appliance,baseline_time,2:00 PM,2:00 PM,,False,False,0.09599999999999997,False
deepseek,1,80,Appliance,kwh_per_cycle,0.95,1.2,0.2631578947368421,True,False,0.1475000000000002,False
deepseek,1,80,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.1475000000000002,False
deepseek,1,80,Appliance,baseline_time,7:00 PM,7:00 PM,,False,False,0.1475000000000002,False
deepseek,1,81,Appliance,kwh_per_cycle,0.95,1.2,0.2631578947368421,True,False,0.06600000000000006,False
deepseek,1,81,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.06600000000000006,False
deepseek,1,81,Appliance,baseline_time,8:00 PM,8:00 PM,,False,False,0.06600000000000006,False
deepseek,1,82,Appliance,kwh_per_cycle,0.38,0.5,0.3157894736842105,True,False,0.2124999999999999,False
deepseek,1,82,Appliance,appliance,washing_machine,Washer,,False,False,0.2124999999999999,False
deepseek,1,82,Appliance,baseline_time,2:00 PM,2:00 PM,,False,False,0.2124999999999999,False
deepseek,1,83,Appliance,kwh_per_cycle,3.5,3.5,0.0,False,False,0.04250000000000004,False
deepseek,1,83,Appliance,appliance,dryer,Dryer,,False,False,0.04250000000000004,False
deepseek,1,83,Appliance,baseline_time,1:00 AM,1:00 AM,,False,False,0.04250000000000004,False
deepseek,1,84,Appliance,kwh_per_cycle,3.2,3.5,0.09374999999999994,True,False,0.05350000000000005,False
deepseek,1,84,Appliance,appliance,dryer,Dryer,,False,False,0.05350000000000005,False
deepseek,1,84,Appliance,baseline_time,3:00 PM,3:00 PM,,False,False,0.05350000000000005,False
deepseek,1,85,Appliance,kwh_per_cycle,0.95,1.5,0.5789473684210527,True,False,0.07150000000000001,False
deepseek,1,85,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.07150000000000001,False
deepseek,1,85,Appliance,baseline_time,5:00 PM,5:00 PM,,False,False,0.07150000000000001,False
deepseek,1,86,Appliance,kwh_per_cycle,0.22,0.45,1.0454545454545454,True,False,0.1110000000000001,False
deepseek,1,86,Appliance,appliance,washing_machine,Washer,,False,False,0.1110000000000001,False
deepseek,1,86,Appliance,baseline_time,11:00 PM,11:00 PM,,False,False,0.1110000000000001,False
deepseek,1,87,Appliance,kwh_per_cycle,0.38,0.8,1.105263157894737,True,False,0.06799999999999995,False
deepseek,1,87,Appliance,appliance,washing_machine,Washer,,False,False,0.06799999999999995,False
deepseek,1,87,Appliance,baseline_time,5:00 PM,5:00 PM,,False,False,0.06799999999999995,False
deepseek,1,88,Appliance,kwh_per_cycle,3.5,4.5,0.2857142857142857,True,False,0.04049999999999998,False
deepseek,1,88,Appliance,appliance,dryer,Dryer,,False,False,0.04049999999999998,False
deepseek,1,88,Appliance,baseline_time,4:00 PM,4:00 PM,,False,False,0.04049999999999998,False
deepseek,1,89,Appliance,kwh_per_cycle,0.28,0.45,0.607142857142857,True,False,0.07799999999999996,False
deepseek,1,89,Appliance,appliance,washing_machine,Washer,,False,False,0.07799999999999996,False
deepseek,1,89,Appliance,baseline_time,4:00 PM,4:00 PM,,False,False,0.07799999999999996,False
deepseek,1,90,Appliance,kwh_per_cycle,0.95,1.8,0.8947368421052633,True,False,0.04050000000000009,False
deepseek,1,90,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.04050000000000009,False
deepseek,1,90,Appliance,baseline_time,5:00 PM,5:00 PM,,False,False,0.04050000000000009,False
deepseek,1,91,Appliance,kwh_per_cycle,0.38,0.5,0.3157894736842105,True,False,0.10899999999999999,False
deepseek,1,91,Appliance,appliance,washing_machine,Washer,,False,False,0.10899999999999999,False
deepseek,1,91,Appliance,baseline_time,7:00 PM,7:00 PM,,False,False,0.10899999999999999,False
deepseek,1,92,Appliance,kwh_per_cycle,3.5,3.5,0.0,False,False,0.03699999999999998,False
deepseek,1,92,Appliance,appliance,dryer,Dryer,,False,False,0.03699999999999998,False
deepseek,1,92,Appliance,baseline_time,5:00 PM,5:00 PM,,False,False,0.03699999999999998,False
deepseek,1,93,Appliance,kwh_per_cycle,3.5,4.5,0.2857142857142857,True,False,0.04450000000000004,False
deepseek,1,93,Appliance,appliance,dryer,Dryer,,False,False,0.04450000000000004,False
deepseek,1,93,Appliance,baseline_time,4:00 PM,4:00 PM,,False,False,0.04450000000000004,False
deepseek,1,94,Appliance,kwh_per_cycle,0.95,1.5,0.5789473684210527,True,False,0.1855000000000001,False
deepseek,1,94,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.1855000000000001,False
deepseek,1,94,Appliance,baseline_time,2:00 PM,2:00 PM,,False,False,0.1855000000000001,False
deepseek,1,95,Appliance,kwh_per_cycle,1.2,3.5,1.9166666666666665,True,False,0.06800000000000006,False
deepseek,1,95,Appliance,appliance,dryer,Dryer,,False,False,0.06800000000000006,False
deepseek,1,95,Appliance,baseline_time,1:00 AM,1:00 AM,,False,False,0.06800000000000006,False
deepseek,1,96,Appliance,kwh_per_cycle,0.38,0.8,1.105263157894737,True,False,0.08999999999999997,False
deepseek,1,96,Appliance,appliance,washing_machine,Washer,,False,False,0.08999999999999997,False
deepseek,1,96,Appliance,baseline_time,8:00 PM,8:00 PM,,False,False,0.08999999999999997,False
deepseek,1,97,Appliance,kwh_per_cycle,3.5,4.5,0.2857142857142857,True,False,0.0615,False
deepseek,1,97,Appliance,appliance,dryer,Dryer,,False,False,0.0615,False
deepseek,1,97,Appliance,baseline_time,1:00 AM,1:00 AM,,False,False,0.0615,False
deepseek,1,98,Appliance,kwh_per_cycle,3.5,3.5,0.0,False,False,0.21300000000000002,False
deepseek,1,98,Appliance,appliance,dryer,Dryer,,False,False,0.21300000000000002,False
deepseek,1,98,Appliance,baseline_time,12:00 AM,12:00 AM,,False,False,0.21300000000000002,False
deepseek,1,99,Appliance,kwh_per_cycle,0.95,1.2,0.2631578947368421,True,False,0.03849999999999987,False
deepseek,1,99,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.03849999999999987,False
deepseek,1,99,Appliance,baseline_time,12:00 AM,12:00 AM,,False,False,0.03849999999999987,False
deepseek,1,100,Appliance,kwh_per_cycle,0.38,0.85,1.2368421052631577,True,False,0.13700000000000012,False
deepseek,1,100,Appliance,appliance,washing_machine,Washer,,False,False,0.13700000000000012,False
deepseek,1,100,Appliance,baseline_time,4:00 PM,4:00 PM,,False,False,0.13700000000000012,False
deepseek,1,101,Appliance,kwh_per_cycle,3.5,3.0,-0.14285714285714285,True,False,0.01899999999999996,False
deepseek,1,101,Appliance,appliance,dryer,Dryer,,False,False,0.01899999999999996,False
deepseek,1,101,Appliance,baseline_time,3:00 PM,3:00 PM,,False,False,0.01899999999999996,False
deepseek,1,102,Appliance,kwh_per_cycle,2.5,3.5,0.4,True,True,0.013499999999999956,True
deepseek,1,102,Appliance,appliance,dryer,Dryer,,False,False,0.013499999999999956,True
deepseek,1,102,Appliance,baseline_time,2:00 PM,2:00 PM,,False,False,0.013499999999999956,True
deepseek,1,103,Appliance,kwh_per_cycle,1.15,1.5,0.3043478260869566,True,False,0.02849999999999997,False
deepseek,1,103,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.02849999999999997,False
deepseek,1,103,Appliance,baseline_time,7:00 PM,7:00 PM,,False,False,0.02849999999999997,False
deepseek,1,104,Appliance,kwh_per_cycle,0.95,1.5,0.5789473684210527,True,False,0.07250000000000001,False
deepseek,1,104,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.07250000000000001,False
deepseek,1,104,Appliance,baseline_time,8:00 PM,8:00 PM,,False,False,0.07250000000000001,False
deepseek,1,105,Appliance,kwh_per_cycle,1.55,1.5,-0.03225806451612906,True,False,0.02300000000000002,False
deepseek,1,105,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.02300000000000002,False
deepseek,1,105,Appliance,baseline_time,7:00 AM,7:00 AM,,False,False,0.02300000000000002,False
deepseek,1,106,Appliance,kwh_per_cycle,0.22,0.35,0.5909090909090908,True,False,0.021999999999999797,False
deepseek,1,106,Appliance,appliance,washing_machine,Washer,,False,False,0.021999999999999797,False
deepseek,1,106,Appliance,baseline_time,8:00 AM,8am,,False,False,0.021999999999999797,False
deepseek,1,107,Appliance,kwh_per_cycle,2.9,3.5,0.20689655172413796,True,False,0.006000000000000005,False
deepseek,1,107,Appliance,appliance,dryer,Dryer,,False,False,0.006000000000000005,False
deepseek,1,107,Appliance,baseline_time,5:00 PM,5:00 PM,,False,False,0.006000000000000005,False
deepseek,1,108,Appliance,kwh_per_cycle,0.45,0.45,0.0,False,False,0.025499999999999967,False
deepseek,1,108,Appliance,appliance,washing_machine,Washer,,False,False,0.025499999999999967,False
deepseek,1,108,Appliance,baseline_time,8:00 AM,8am,,False,False,0.025499999999999967,False
deepseek,1,109,Appliance,kwh_per_cycle,0.38,0.8,1.105263157894737,True,False,0.051000000000000045,False
deepseek,1,109,Appliance,appliance,washing_machine,Washer,,False,False,0.051000000000000045,False
deepseek,1,109,Appliance,baseline_time,9:00 AM,9:00 AM,,False,False,0.051000000000000045,False
deepseek,1,110,Appliance,kwh_per_cycle,3.5,4.5,0.2857142857142857,True,False,0.061000000000000054,False
deepseek,1,110,Appliance,appliance,dryer,Dryer,,False,False,0.061000000000000054,False
deepseek,1,110,Appliance,baseline_time,9:00 AM,9:00 AM,,False,False,0.061000000000000054,False
deepseek,1,111,Appliance,kwh_per_cycle,1.25,1.5,0.2,True,False,0.22150000000000014,False
deepseek,1,111,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.22150000000000014,False
deepseek,1,111,Appliance,baseline_time,10:00 AM,10:00 AM,,False,False,0.22150000000000014,False
deepseek,1,112,Appliance,kwh_per_cycle,2.5,3.5,0.4,True,False,0.197,False
deepseek,1,112,Appliance,appliance,dryer,Dryer,,False,False,0.197,False
deepseek,1,112,Appliance,baseline_time,8:00 AM,8:00 AM,,False,False,0.197,False
deepseek,1,113,Appliance,kwh_per_cycle,1.25,1.5,0.2,True,False,0.09349999999999992,False
deepseek,1,113,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.09349999999999992,False
deepseek,1,113,Appliance,baseline_time,10:00 AM,10:00 AM,,False,False,0.09349999999999992,False
deepseek,1,114,Appliance,kwh_per_cycle,0.38,0.45,0.1842105263157895,True,False,0.08999999999999997,False
deepseek,1,114,Appliance,appliance,washing_machine,Washer,,False,False,0.08999999999999997,False
deepseek,1,114,Appliance,baseline_time,3:00 PM,3:00 PM,,False,False,0.08999999999999997,False
deepseek,1,115,Appliance,kwh_per_cycle,0.95,1.5,0.5789473684210527,True,False,0.07950000000000002,False
deepseek,1,115,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.07950000000000002,False
deepseek,1,115,Appliance,baseline_time,7:00 PM,7:00 PM,,False,False,0.07950000000000002,False
deepseek,1,116,Appliance,kwh_per_cycle,0.28,0.35,0.2499999999999998,True,False,0.12449999999999994,False
deepseek,1,116,Appliance,appliance,washing_machine,Washer,,False,False,0.12449999999999994,False
deepseek,1,116,Appliance,baseline_time,2:00 PM,2:00 PM,,False,False,0.12449999999999994,False
deepseek,1,117,Appliance,kwh_per_cycle,3.2,4.5,0.40624999999999994,True,False,0.04600000000000004,False
deepseek,1,117,Appliance,appliance,dryer,Dryer,,False,False,0.04600000000000004,False
deepseek,1,117,Appliance,baseline_time,3:00 PM,3:00 PM,,False,False,0.04600000000000004,False
deepseek,1,118,Appliance,kwh_per_cycle,0.38,0.6,0.5789473684210525,True,False,0.13050000000000017,False
deepseek,1,118,Appliance,appliance,washing_machine,Washer,,False,False,0.13050000000000017,False
deepseek,1,118,Appliance,baseline_time,11:00 PM,11:00 PM,,False,False,0.13050000000000017,False
deepseek,1,119,Appliance,kwh_per_cycle,0.35,0.45,0.2857142857142858,True,False,0.09950000000000014,False
deepseek,1,119,Appliance,appliance,washing_machine,Washer,,False,False,0.09950000000000014,False
deepseek,1,119,Appliance,baseline_time,12:00 AM,12:00 AM,,False,False,0.09950000000000014,False
deepseek,1,120,Appliance,kwh_per_cycle,3.0,3.5,0.16666666666666666,True,False,0.09250000000000003,False
deepseek,1,120,Appliance,appliance,dryer,Dryer,,False,False,0.09250000000000003,False
deepseek,1,120,Appliance,baseline_time,1:00 AM,1:00 AM,,False,False,0.09250000000000003,False
deepseek,1,121,Appliance,kwh_per_cycle,1.25,1.8,0.44000000000000006,True,False,0.09350000000000003,False
deepseek,1,121,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.09350000000000003,False
deepseek,1,121,Appliance,baseline_time,8:00 AM,8:00 AM,,False,False,0.09350000000000003,False
deepseek,1,122,Appliance,kwh_per_cycle,2.8,4.2,0.5000000000000001,True,False,0.12749999999999995,False
deepseek,1,122,Appliance,appliance,dryer,Dryer,,False,False,0.12749999999999995,False
deepseek,1,122,Appliance,baseline_time,3:00 AM,3:00 AM,,False,False,0.12749999999999995,False
deepseek,1,123,Appliance,kwh_per_cycle,1.1,1.5,0.36363636363636354,True,False,0.07450000000000012,False
deepseek,1,123,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.07450000000000012,False
deepseek,1,123,Appliance,baseline_time,8:00 PM,8:00 PM,,False,False,0.07450000000000012,False
deepseek,1,124,Appliance,kwh_per_cycle,2.8,4.5,0.6071428571428572,True,False,0.061999999999999944,False
deepseek,1,124,Appliance,appliance,dryer,Dryer,,False,False,0.061999999999999944,False
deepseek,1,124,Appliance,baseline_time,4:00 PM,4:00 PM,,False,False,0.061999999999999944,False
deepseek,1,125,Appliance,kwh_per_cycle,0.85,1.2,0.4117647058823529,True,False,0.14,False
deepseek,1,125,Appliance,appliance,washing_machine,Washer,,False,False,0.14,False
deepseek,1,125,Appliance,baseline_time,5:00 PM,5:00 PM,,False,False,0.14,False
deepseek,1,126,Appliance,kwh_per_cycle,1.05,1.5,0.4285714285714285,True,False,0.17700000000000005,False
deepseek,1,126,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.17700000000000005,False
deepseek,1,126,Appliance,baseline_time,9:00 AM,9:00 AM,,False,False,0.17700000000000005,False
deepseek,1,127,Appliance,kwh_per_cycle,0.35,0.8,1.285714285714286,True,False,0.16249999999999998,False
deepseek,1,127,Appliance,appliance,washing_machine,Washer,,False,False,0.16249999999999998,False
deepseek,1,127,Appliance,baseline_time,6:00 PM,6:00 PM,,False,False,0.16249999999999998,False
deepseek,1,128,Appliance,kwh_per_cycle,2.9,3.5,0.20689655172413796,True,False,0.25,False
deepseek,1,128,Appliance,appliance,dryer,Dryer,,False,False,0.25,False
deepseek,1,128,Appliance,baseline_time,10:00 AM,10:00 AM,,False,False,0.25,False
deepseek,1,129,Appliance,kwh_per_cycle,1.25,1.5,0.2,True,False,0.17200000000000004,False
deepseek,1,129,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.17200000000000004,False
deepseek,1,129,Appliance,baseline_time,8:00 AM,8:00 AM,,False,False,0.17200000000000004,False
deepseek,1,130,Appliance,kwh_per_cycle,0.42,0.45,0.0714285714285715,True,False,0.09399999999999986,False
deepseek,1,130,Appliance,appliance,washing_machine,Washer,,False,False,0.09399999999999986,False
deepseek,1,130,Appliance,baseline_time,3:00 PM,3:00 PM,,False,False,0.09399999999999986,False
deepseek,1,131,Appliance,kwh_per_cycle,3.1,4.5,0.4516129032258064,True,False,0.12949999999999995,False
deepseek,1,131,Appliance,appliance,dryer,Dryer,,False,False,0.12949999999999995,False
deepseek,1,131,Appliance,baseline_time,7:00 PM,7:00 PM,,False,False,0.12949999999999995,False
deepseek,1,132,Appliance,kwh_per_cycle,0.85,1.2,0.4117647058823529,True,False,0.16299999999999992,False
deepseek,1,132,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.16299999999999992,False
deepseek,1,132,Appliance,baseline_time,8:00 AM,8:00 AM,,False,False,0.16299999999999992,False
deepseek,1,133,Appliance,kwh_per_cycle,0.3,0.45,0.5000000000000001,True,False,0.07900000000000007,False
deepseek,1,133,Appliance,appliance,washing_machine,Washer,,False,False,0.07900000000000007,False
deepseek,1,133,Appliance,baseline_time,3:00 PM,3:00 PM,,False,False,0.07900000000000007,False
deepseek,1,134,Appliance,kwh_per_cycle,2.8,3.5,0.25000000000000006,True,False,0.11550000000000005,False
deepseek,1,134,Appliance,appliance,dryer,Dryer,,False,False,0.11550000000000005,False
deepseek,1,134,Appliance,baseline_time,7:00 PM,7:00 PM,,False,False,0.11550000000000005,False
deepseek,1,135,Appliance,kwh_per_cycle,1.1,1.2,0.09090909090909079,True,False,0.1200000000000001,False
deepseek,1,135,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.1200000000000001,False
deepseek,1,135,Appliance,baseline_time,11:00 AM,11:00 AM,,False,False,0.1200000000000001,False
deepseek,1,136,Shower,gpm,1.5,1.8,0.20000000000000004,True,False,0.030000000000000027,True
deepseek,1,136,Shower,tank_size,40.0,40.0,0.0,False,False,0.030000000000000027,True
deepseek,1,136,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.030000000000000027,True
deepseek,1,137,Shower,gpm,1.5,1.5,0.0,False,False,0.028000000000000025,False
deepseek,1,137,Shower,tank_size,50.0,50.0,0.0,False,False,0.028000000000000025,False
deepseek,1,137,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.028000000000000025,False
deepseek,1,138,Shower,gpm,1.5,1.8,0.20000000000000004,True,False,0.02400000000000002,False
